case_id,descripcion,nandina_ref,regimen,fuente_url,fecha_consulta,capitulo,partida,origen_caso,observaciones
SUNAT-0522,"MINI LAMPARA DE ESTRELLAS, S/M, S/M MINI LAMPARA DE ESTRELLAS AJ7320E 10*9*9CM LED MINI STAR LIGTH,Potencia: 5W En cajita Tipo proyector de formas INCLUYE CABLE USB",94054290,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,94,9405,SUNAT_ADUANET,hoja=Hoja1; serie=27; fila_inicio=6244; fila_fin=6255; descripcion_partida=- - - Los demás
SUNAT-0523,"URINARIO PARA NIÑOS, S/M, S/M URINARIO PARA NIÑOS AJ312576 23*14*29CM",39229000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3922,SUNAT_ADUANET,"hoja=Hoja1; serie=28; fila_inicio=6256; fila_fin=6266; descripcion_partida=BIDES,INODOROS Y SUS CISTERNAS,ART.SANITARIOS SIMIL.D/PLAST."
SUNAT-0524,"SET DE FRASCOS DE VIDRIO C/ TAPA PLASTICA, S/M, S/M SET DE FRASCOS DE VIDRIO C/ TAPA PLASTICA AJ312680 SET 3 PCS 400ML/600ML/1100ML",70134900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,70,7013,SUNAT_ADUANET,hoja=Hoja1; serie=29; fila_inicio=6267; fila_fin=6278; descripcion_partida=- - Los demás
SUNAT-0525,"ORGANIZADOR PLASTICO, S/M, S/M ORGANIZADOR PLASTICO AJ314513 8*17.5*10CM",39269090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3926,SUNAT_ADUANET,hoja=Hoja1; serie=30; fila_inicio=6279; fila_fin=6289; descripcion_partida=DEMAS MANUFACTURAS DE PLASTICO
SUNAT-0526,"Marco de fotos con espejo y portalápices, S/M, S/M Marco de fotos con espejo y portalápices AJ450471 17*5.3*16CM",39269090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3926,SUNAT_ADUANET,hoja=Hoja1; serie=31; fila_inicio=6290; fila_fin=6300; descripcion_partida=DEMAS MANUFACTURAS DE PLASTICO
SUNAT-0527,"PISO DE YOGA, S/M, S/M PISO DE YOGA AJ314511 61CM*173CM*5MM SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",95069100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9506,SUNAT_ADUANET,hoja=Hoja1; serie=32; fila_inicio=6301; fila_fin=6319; descripcion_partida=ARTICULOS Y MATERIAL PARA GIMNASIA O ATLETISMO
SUNAT-0528,"TOALLA, NEW ORIGINAL LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:430 G/M2 CONSTRUCCION:DOS CARAS,NO APLICA,CUNA,SIN APLICACIONES;BATH TOWEL MEDIDA:90 X 160CM;USO:TOALLA;100%POLYESTER BATH TOWEL(3901-8)/PAGO DIFERIDO A 180 DIAS DE",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=1; fila_inicio=6320; fila_fin=6331; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0529,"TOALLA, LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:30% ALGODÓN,70% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:528 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,BORDADO X EXTREMO;TEJ.T/U C/ BUCLE X AMBAS CARAS/DOBLADI MEDIDA:70 CM X 151.7 CM;USO:TOALLA DE BAÑO;POLYESTER Y COTTON BATH TOWEL(1089-10)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=2; fila_inicio=6332; fila_fin=6343; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0530,"TOALLA, LUCKY, S/M, TIPO DE TELA: TEJIDO CON BUCLES COMP:53% ALGODÓN,47% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:469 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,DISEÑO JACQUARD;TEJ.T/U C/BUCLE X AMBAS CARAS/DOBLADILLO MEDIDA:76.5 CM X 158.3CM;USO:TOALLA DE BAÑO;POLYESTER Y COTTON BATH TOWEL(1097-10YB,2008-1",63026000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=3; fila_inicio=6344; fila_fin=6355; descripcion_partida=ROPA DE TOCADOR COCINA, D'TEJIDO D'TOALLA C/BUCLE DE ALGODON"
SUNAT-0531,"TOALLA, NEW ORIGINAL LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:300 G/M2 CONSTRUCCION:DOS CARAS,NO APLICA,CUNA,SIN APLICACIONES;BATH TOWEL MEDIDA:70 X 140CM;USO:TOALLA;100%POLYESTER BATH TOWEL(1079KT-10,1079XT-10)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=4; fila_inicio=6356; fila_fin=6367; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0532,"SECADOR, NEW ORIGINAL LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:92 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:45x80cm;USO:SECADOR DE COCINA;100%POLYESTER KITCHEN TOWEL(17008-50)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=5; fila_inicio=6368; fila_fin=6379; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0533,"SECADOR, NEW ORIGINAL LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:72 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:63x40cm;USO:SECADOR DE COCINA;100%POLYESTER KITCHEN TOWEL(16016-50)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=6; fila_inicio=6380; fila_fin=6391; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0534,"SECADOR, LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:35% ALGODÓN,65% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:333 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,DOBLADILLO X 4LADOS;TEJ. T/U C/ BUCLE X AMBAS CARAS.DOBL MEDIDA:38.5 CM X 62 CM;USO:PARA COCINA;POLYESTER Y COTTON KITCHEN TOWEL(G1001-50,G1008-50)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=7; fila_inicio=6392; fila_fin=6403; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0535,"SECADOR, NEW ORIGINAL LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:50 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:38 X 62 CM;USO:SECADOR DE COCINA;100%POLYESTER KITCHEN TOWEL(16008-50,6002WW-50CC,M",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=8; fila_inicio=6404; fila_fin=6415; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0536,"SECADOR, LUCKY, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:42% ALGODÓN,58% POLIÉSTER GRADO ELABORACION: ESTAMPADO GRAMAJE:195 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,FLEQUILLO X EXTREMO;TEJ.T/U C/BUCLES X AMBAS CARAS/DOBLA MEDIDA:37 X 56CM;USO:ROPA DE COCINA;POLYESTER Y COTTON KITCHEN TOWEL(3302HH-50,550A-50)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=9; fila_inicio=6416; fila_fin=6427; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0537,"TOALLA, LUCKY, S/M, TIPO DE TELA: TEJIDO CON BUCLES COMP:100% ALGODÓN GRADO ELABORACION: TEÑIDO GRAMAJE:257 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,DOBLADILLO X 4LADOS;TEJ.T/U C/BUCLES X AMBAS CARAS MEDIDA:28.1 CM X 48.5CM;USO:ROPA DE TOCADOR;POLYESTER Y COTTON KITCHEN TOWEL(1051-100Z,106",63026000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=10; fila_inicio=6428; fila_fin=6439; descripcion_partida=ROPA DE TOCADOR COCINA, D'TEJIDO D'TOALLA C/BUCLE DE ALGODON"
SUNAT-0538,"SECADOR, DISNEY/MARVEL, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:50 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:28 X 50CM;USO:SECADOR DE COCINA;100%POLYESTER KITCHEN TOWEL(TJ729-100DD)",63029300,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6302,SUNAT_ADUANET,"hoja=Hoja1; serie=11; fila_inicio=6440; fila_fin=6451; descripcion_partida=DEMAS ROPA DE CAMA,MESA,TOCADOR,COCINA D'FIBR.SINTET.O ARTIF"
SUNAT-0539,"SECADOR, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:45 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:40x40cm;USO:SECADOR DE COCINA;100%POLYESTER KITCHEN TOWEL(4007-100)",63071000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6307,SUNAT_ADUANET,"hoja=Hoja1; serie=12; fila_inicio=6452; fila_fin=6463; descripcion_partida=BAYETAS, FRANELAS Y ARTICULOS SIMILARES PARA LIMPIEZA"
SUNAT-0540,"SECADOR, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES GRAMAJE:18 G/M2 CONSTRUCCION:UNA CARA,SIN RELLENO,SIN APLICACIONES;KITCHEN TOWEL MEDIDA:Docena de SETx5 secadores de 30x30cm cada uno;USO:SECADOR DE COCINA;100%POLYESTER K SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",63071000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6307,SUNAT_ADUANET,"hoja=Hoja1; serie=13; fila_inicio=6464; fila_fin=6483; descripcion_partida=BAYETAS, FRANELAS Y ARTICULOS SIMILARES PARA LIMPIEZA"
SUNAT-0541,"BOWL, DENMARK, EP-2254 10*4CM, 4 EP-2254 DOMESTICO CERAMICA,FORMA DE PAGO:CREDITO 365 DIAS DEL ARRIBO DEL BARCO",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=1; fila_inicio=6484; fila_fin=6495; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0542,"BOWL, S/M, EP-2260 6.25"", 15.5*7CM EP-2260 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=2; fila_inicio=6496; fila_fin=6507; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0543,"BOWL, S/M, EP-2261 5.6"", 14*7CM EP-2261 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=3; fila_inicio=6508; fila_fin=6519; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0544,"PLATO, S/M, EP-2262 7.5 EP-2262 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=4; fila_inicio=6520; fila_fin=6531; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0545,"PLATO, S/M, EP-2264 10.5 EP-2264 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=5; fila_inicio=6532; fila_fin=6543; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0546,"PLATO, S/M, EP-2265 10.5 EP-2265 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=6; fila_inicio=6544; fila_fin=6555; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0547,"PLATO, S/M, EP-2266 8.25 EP-2266 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=7; fila_inicio=6556; fila_fin=6567; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0548,"PLATO, S/M, EP-2267 8 EP-2267 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=8; fila_inicio=6568; fila_fin=6579; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0549,"PLATO, S/M, EP-2277 10.5 EP-2277 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=9; fila_inicio=6580; fila_fin=6591; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0550,"BOWL, S/M, EP-2281 20.5*6CM , 8 EP-2281 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=10; fila_inicio=6592; fila_fin=6603; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0551,"BOWL, S/M, EP-2282 16*6.5CM, 6.25 EP-2282 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=11; fila_inicio=6604; fila_fin=6615; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0552,"BOWL, S/M, EP-2286 6 EP-2286 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=12; fila_inicio=6616; fila_fin=6627; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0553,"BOWL, S/M, EP-2290 6 EP-2290 DOMESTICO CERAMICA",69120000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,69,6912,SUNAT_ADUANET,"hoja=Hoja1; serie=13; fila_inicio=6628; fila_fin=6639; descripcion_partida=VAJILLAS Y ARTIC. DE USO:DOMEST.,HIGIENE,TOCADOR DE CERAMICA"
SUNAT-0554,"BOMBILLA LED, UFEI, GFXR-13202 11.7*11.7*19.6CM, 40W E27 GFXR-13202 DOMESTICO LED + PLASTICO",85395200,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8539,SUNAT_ADUANET,hoja=Hoja1; serie=14; fila_inicio=6640; fila_fin=6651; descripcion_partida=- - Lámparas y tubos de diodos emisores de luz (LED)
SUNAT-0555,"BOMBILLA LED, UFEI, GFXR-13203 11.7*11.7*19.6CM, 50W E27 GFXR-13203 DOMESTICO LED + PLASTICO",85395200,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8539,SUNAT_ADUANET,hoja=Hoja1; serie=15; fila_inicio=6652; fila_fin=6663; descripcion_partida=- - Lámparas y tubos de diodos emisores de luz (LED)
SUNAT-0556,"BOMBILLA LED, UFEI, GFXR-13204 11.7*11.7*19.6CM, 60W E27 GFXR-13204 DOMESTICO LED + PLASTICO SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",85395200,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8539,SUNAT_ADUANET,hoja=Hoja1; serie=16; fila_inicio=6664; fila_fin=6683; descripcion_partida=- - Lámparas y tubos de diodos emisores de luz (LED)
SUNAT-0557,"BUFANDA, BISOU BISOU, BF-12-1, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=1; fila_inicio=6684; fila_fin=6695; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0558,"BUFANDA, BISOU BISOU, BF-12-2, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=2; fila_inicio=6696; fila_fin=6707; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0559,"BUFANDA, BISOU BISOU, BF-16, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=3; fila_inicio=6708; fila_fin=6719; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0560,"BUFANDA, BISOU BISOU, BF-65, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=4; fila_inicio=6720; fila_fin=6731; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0561,"BUFANDA, BISOU BISOU, BF-65-1, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=5; fila_inicio=6732; fila_fin=6743; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0562,"BUFANDA, BISOU BISOU, BF-66, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=6; fila_inicio=6744; fila_fin=6755; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
SUNAT-0563,"BUFANDA, BISOU BISOU, BF-67, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: PERCHADO SIN APLICACIONES;POLIESTER MEDIDA:1.80 X 72 CM;USO:PARA MUJER;199 GR POR PIEZA CON FLECO",62143000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6214,SUNAT_ADUANET,"hoja=Hoja1; serie=7; fila_inicio=6756; fila_fin=6767; descripcion_partida=CHALES, PA¥UELOS DE CUELLO Y SIMILARES DE FIBRAS SINTETICAS"
